"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Audubon County","9","Audubon","Iowa","19","0019","009"
"Benton County","11","Vinton","Iowa","19","0019","011"
"Black Hawk County","13","Waterloo","Iowa","19","0019","013"
"Boone County","15","Boone","Iowa","19","0019","015"
"Bremer County","17","Waverly","Iowa","19","0019","017"
"Buchanan County","19","Independence","Iowa","19","0019","019"
"Buena Vista County","21","Storm Lake","Iowa","19","0019","021"
"Butler County","23","Allison","Iowa","19","0019","023"
"Calhoun County","25","Rockwell City","Iowa","19","0019","025"
"Carroll County","27","Carroll","Iowa","19","0019","027"
"Cass County","29","Atlantic","Iowa","19","0019","029"
"Cedar County","31","Tipton","Iowa","19","0019","031"
"Cerro Gordo County","33","Mason City","Iowa","19","0019","033"
"Cherokee County","35","Cherokee","Iowa","19","0019","035"
"Chickasaw County","37","New Hampton","Iowa","19","0019","037"
"Clarke County","39","Osceola","Iowa","19","0019","039"
"Clay County","41","Spencer","Iowa","19","0019","041"
"Clayton County","43","Elkader","Iowa","19","0019","043"
"Clinton County","45","Clinton","Iowa","19","0019","045"
"Crawford County","47","Denison","Iowa","19","0019","047"
"Dallas County","49","Adel","Iowa","19","0019","049"
"Davis County","51","Bloomfield","Iowa","19","0019","051"
"Decatur County","53","Leon","Iowa","19","0019","053"
"Delaware County","55","Manchester","Iowa","19","0019","055"
"Des Moines County","57","Burlington","Iowa","19","0019","057"
"Dickinson County","59","Spirit Lake","Iowa","19","0019","059"
"Dubuque County","61","Dubuque","Iowa","19","0019","061"
"Emmet County","63","Estherville","Iowa","19","0019","063"
"Fayette County","65","West Union","Iowa","19","0019","065"
"Floyd County","67","Charles City","Iowa","19","0019","067"
"Franklin County","69","Hampton","Iowa","19","0019","069"
"Fremont County","71","Sidney","Iowa","19","0019","071"
"Greene County","73","Jefferson","Iowa","19","0019","073"
"Grundy County","75","Grundy Center","Iowa","19","0019","075"
"Guthrie County","77","Guthrie Center","Iowa","19","0019","077"
"Hamilton County","79","Webster City","Iowa","19","0019","079"
"Hancock County","81","Garner","Iowa","19","0019","081"
"Hardin County","83","Eldora","Iowa","19","0019","083"
"Harrison County","85","Logan","Iowa","19","0019","085"
"Henry County","87","Mount Pleasant","Iowa","19","0019","087"
"Howard County","89","Cresco","Iowa","19","0019","089"
"Humboldt County","91","Dakota City","Iowa","19","0019","091"
"Ida County","93","Ida Grove","Iowa","19","0019","093"
"Iowa County","95","Marengo","Iowa","19","0019","095"
"Jackson County","97","Maquoketa","Iowa","19","0019","097"
"Jasper County","99","Newton","Iowa","19","0019","099"
"Jefferson County","101","Fairfield","Iowa","19","0019","101"
"Johnson County","103","Iowa City","Iowa","19","0019","103"
"Jones County","105","Anamosa","Iowa","19","0019","105"
"Keokuk County","107","Sigourney","Iowa","19","0019","107"
"Kossuth County","109","Algona","Iowa","19","0019","109"
"Lee County","111","Fort Madison and Keokuk","Iowa","19","0019","111"
"Linn County","113","Cedar Rapids","Iowa","19","0019","113"
"Louisa County","115","Wapello","Iowa","19","0019","115"
"Lucas County","117","Chariton","Iowa","19","0019","117"
"Lyon County","119","Rock Rapids","Iowa","19","0019","119"
"Madison County","121","Winterset","Iowa","19","0019","121"
"Mahaska County","123","Oskaloosa","Iowa","19","0019","123"
"Marion County","125","Knoxville","Iowa","19","0019","125"
"Marshall County","127","Marshalltown","Iowa","19","0019","127"
"Mills County","129","Glenwood","Iowa","19","0019","129"
"Mitchell County","131","Osage","Iowa","19","0019","131"
"Monona County","133","Onawa","Iowa","19","0019","133"
"Monroe County","135","Albia","Iowa","19","0019","135"
"Montgomery County","137","Red Oak","Iowa","19","0019","137"
"Muscatine County","139","Muscatine","Iowa","19","0019","139"
"O'Brien County","141","Primghar","Iowa","19","0019","141"
"Osceola County","143","Sibley","Iowa","19","0019","143"
"Page County","145","Clarinda","Iowa","19","0019","145"
"Palo Alto County","147","Emmetsburg","Iowa","19","0019","147"
"Plymouth County","149","Le Mars","Iowa","19","0019","149"
"Pocahontas County","151","Pocahontas","Iowa","19","0019","151"
"Polk County","153","Des Moines","Iowa","19","0019","153"
"Pottawattamie County","155","Council Bluffs","Iowa","19","0019","155"
"Poweshiek County","157","Montezuma","Iowa","19","0019","157"
"Ringgold County","159","Mount Ayr","Iowa","19","0019","159"
"Sac County","161","Sac City","Iowa","19","0019","161"
"Scott County","163","Davenport","Iowa","19","0019","163"
"Shelby County","165","Harlan","Iowa","19","0019","165"
"Sioux County","167","Orange City","Iowa","19","0019","167"
"Story County","169","Nevada","Iowa","19","0019","169"
"Tama County","171","Toledo","Iowa","19","0019","171"
"Taylor County","173","Bedford","Iowa","19","0019","173"
"Union County","175","Creston","Iowa","19","0019","175"
"Van Buren County","177","Keosauqua","Iowa","19","0019","177"
"Wapello County","179","Ottumwa","Iowa","19","0019","179"
"Warren County","181","Indianola","Iowa","19","0019","181"
"Washington County","183","Washington","Iowa","19","0019","183"
"Wayne County","185","Corydon","Iowa","19","0019","185"
"Webster County","187","Fort Dodge","Iowa","19","0019","187"
"Winnebago County","189","Forest City","Iowa","19","0019","189"
"Winneshiek County","191","Decorah","Iowa","19","0019","191"
"Woodbury County","193","Sioux City","Iowa","19","0019","193"
"Worth County","195","Northwood","Iowa","19","0019","195"
"Wright County","197","Clarion","Iowa","19","0019","197"
"Allen County","1","Iola","Kansas","20","0020","001"
"Anderson County","3","Garnett","Kansas","20","0020","003"
"Atchison County","5","Atchison","Kansas","20","0020","005"
"Barber County","7","Medicine Lodge","Kansas","20","0020","007"
"Barton County","9","Great Bend","Kansas","20","0020","009"
"Bourbon County","11","Fort Scott","Kansas","20","0020","011"
"Brown County","13","Hiawatha","Kansas","20","0020","013"
"Butler County","15","El Dorado","Kansas","20","0020","015"
"Chase County","17","Cottonwood Falls","Kansas","20","0020","017"
"Chautauqua County","19","Sedan","Kansas","20","0020","019"
"Cherokee County","21","Columbus","Kansas","20","0020","021"
"Cheyenne County","23","Saint Francis","Kansas","20","0020","023"
"Clark County","25","Ashland","Kansas","20","0020","025"
"Clay County","27","Clay Center","Kansas","20","0020","027"
"Cloud County","29","Concordia","Kansas","20","0020","029"
"Coffey County","31","Burlington","Kansas","20","0020","031"
"Comanche County","33","Coldwater","Kansas","20","0020","033"
"Cowley County","35","Winfield","Kansas","20","0020","035"
"Crawford County","37","Girard","Kansas","20","0020","037"
"Decatur County","39","Oberlin","Kansas","20","0020","039"
"Dickinson County","41","Abilene","Kansas","20","0020","041"
"Doniphan County","43","Troy","Kansas","20","0020","043"
"Douglas County","45","Lawrence","Kansas","20","0020","045"
"Edwards County","47","Kinsley","Kansas","20","0020","047"
"Elk County","49","Howard","Kansas","20","0020","049"
"Ellis County","51","Hays","Kansas","20","0020","051"
"Ellsworth County","53","Ellsworth","Kansas","20","0020","053"
"Finney County","55","Garden City","Kansas","20","0020","055"
"Ford County","57","Dodge City","Kansas","20","0020","057"
"Franklin County","59","Ottawa","Kansas","20","0020","059"
"Geary County","61","Junction City","Kansas","20","0020","061"
"Gove County","63","Gove City","Kansas","20","0020","063"
"Graham County","65","Hill City","Kansas","20","0020","065"
"Grant County","67","Ulysses","Kansas","20","0020","067"
"Gray County","69","Cimarron","Kansas","20","0020","069"
"Greeley County","71","Tribune","Kansas","20","0020","071"
"Greenwood County","73","Eureka","Kansas","20","0020","073"
"Hamilton County","75","Syracuse","Kansas","20","0020","075"
"Harper County","77","Anthony","Kansas","20","0020","077"
"Harvey County","79","Newton","Kansas","20","0020","079"
"Haskell County","81","Sublette","Kansas","20","0020","081"
"Hodgeman County","83","Jetmore","Kansas","20","0020","083"
"Jackson County","85","Holton","Kansas","20","0020","085"
"Jefferson County","87","Oskaloosa","Kansas","20","0020","087"
"Jewell County","89","Mankato","Kansas","20","0020","089"
"Johnson County","91","Olathe","Kansas","20","0020","091"
"Kearny County","93","Lakin","Kansas","20","0020","093"
"Kingman County","95","Kingman","Kansas","20","0020","095"
"Kiowa County","97","Greensburg","Kansas","20","0020","097"
"Labette County","99","Oswego","Kansas","20","0020","099"
"Lane County","101","Dighton","Kansas","20","0020","101"
"Leavenworth County","103","Leavenworth","Kansas","20","0020","103"
"Lincoln County","105","Lincoln","Kansas","20","0020","105"
"Linn County","107","Mound City","Kansas","20","0020","107"
"Logan County","109","Oakley","Kansas","20","0020","109"
"Lyon County","111","Emporia","Kansas","20","0020","111"
"Marion County","115","Marion","Kansas","20","0020","115"
"Marshall County","117","Marysville","Kansas","20","0020","117"
"McPherson County","113","McPherson","Kansas","20","0020","113"
"Meade County","119","Meade","Kansas","20","0020","119"
"Miami County","121","Paola","Kansas","20","0020","121"
"Mitchell County","123","Beloit","Kansas","20","0020","123"
"Montgomery County","125","Independence","Kansas","20","0020","125"
"Morris County","127","Council Grove","Kansas","20","0020","127"
"Morton County","129","Elkhart","Kansas","20","0020","129"
"Nemaha County","131","Seneca","Kansas","20","0020","131"
"Neosho County","133","Erie","Kansas","20","0020","133"
"Ness County","135","Ness City","Kansas","20","0020","135"
"Norton County","137","Norton","Kansas","20","0020","137"
"Osage County","139","Lyndon","Kansas","20","0020","139"
"Osborne County","141","Osborne","Kansas","20","0020","141"
"Ottawa County","143","Minneapolis","Kansas","20","0020","143"
"Pawnee County","145","Larned","Kansas","20","0020","145"
"Phillips County","147","Phillipsburg","Kansas","20","0020","147"
"Pottawatomie County","149","Westmoreland","Kansas","20","0020","149"
"Pratt County","151","Pratt","Kansas","20","0020","151"
"Rawlins County","153","Atwood","Kansas","20","0020","153"
"Reno County","155","Hutchinson","Kansas","20","0020","155"
"Republic County","157","Belleville","Kansas","20","0020","157"
"Rice County","159","Lyons","Kansas","20","0020","159"
"Riley County","161","Manhattan","Kansas","20","0020","161"
"Rooks County","163","Stockton","Kansas","20","0020","163"
"Rush County","165","La Crosse","Kansas","20","0020","165"
"Russell County","167","Russell","Kansas","20","0020","167"
"Saline County","169","Salina","Kansas","20","0020","169"
"Scott County","171","Scott City","Kansas","20","0020","171"
"Sedgwick County","173","Wichita","Kansas","20","0020","173"
"Seward County","175","Liberal","Kansas","20","0020","175"
"Shawnee County","177","Topeka","Kansas","20","0020","177"
"Sheridan County","179","Hoxie","Kansas","20","0020","179"
"Sherman County","181","Goodland","Kansas","20","0020","181"
"Smith County","183","Smith Center","Kansas","20","0020","183"
"Stafford County","185","Saint John","Kansas","20","0020","185"
"Stanton County","187","Johnson City","Kansas","20","0020","187"
"Stevens County","189","Hugoton","Kansas","20","0020","189"
"Sumner County","191","Wellington","Kansas","20","0020","191"
"Thomas County","193","Colby","Kansas","20","0020","193"
"Trego County","195","WaKeeney","Kansas","20","0020","195"
"Wabaunsee County","197","Alma","Kansas","20","0020","197"
"Wallace County","199","Sharon Springs","Kansas","20","0020","199"
"Washington County","201","Washington","Kansas","20","0020","201"
"Wichita County","203","Leoti","Kansas","20","0020","203"
"Wilson County","205","Fredonia","Kansas","20","0020","205"
"Woodson County","207","Yates Center","Kansas","20","0020","207"
"Wyandotte County","209","Kansas City","Kansas","20","0020","209"
"Adair County","1","Columbia","Kentucky","21","0021","001"
"Allen County","3","Scottsville","Kentucky","21","0021","003"
"Anderson County","5","Lawrenceburg","Kentucky","21","0021","005"
"Ballard County","7","Wickliffe","Kentucky","21","0021","007"
"Barren County","9","Glasgow","Kentucky","21","0021","009"
"Bath County","11","Owingsville","Kentucky","21","0021","011"
"Bell County","13","Pineville","Kentucky","21","0021","013"
"Boone County","15","Burlington","Kentucky","21","0021","015"
"Bourbon County","17","Paris","Kentucky","21","0021","017"
"Boyd County","19","Catlettsburg","Kentucky","21","0021","019"
"Boyle County","21","Danville","Kentucky","21","0021","021"
"Bracken County","23","Brooksville","Kentucky","21","0021","023"
"Breathitt County","25","Jackson","Kentucky","21","0021","025"
"Breckinridge County","27","Hardinsburg","Kentucky","21","0021","027"
"Bullitt County","29","Shepherdsville","Kentucky","21","0021","029"
"Butler County","31","Morgantown","Kentucky","21","0021","031"
"Caldwell County","33","Princeton","Kentucky","21","0021","033"
"Calloway County","35","Murray","Kentucky","21","0021","035"
"Campbell County","37","Alexandria
and Newport","Kentucky","21","0021","037"
"Carlisle County","39","Bardwell","Kentucky","21","0021","039"
"Carroll County","41","Carrollton","Kentucky","21","0021","041"
"Carter County","43","Grayson","Kentucky","21","0021","043"
"Casey County","45","Liberty","Kentucky","21","0021","045"
"Christian County","47","Hopkinsville","Kentucky","21","0021","047"
"Clark County","49","Winchester","Kentucky","21","0021","049"
"Clay County","51","Manchester","Kentucky","21","0021","051"
"Clinton County","53","Albany","Kentucky","21","0021","053"
"Crittenden County","55","Marion","Kentucky","21","0021","055"
"Cumberland County","57","Burkesville","Kentucky","21","0021","057"
"Daviess County","59","Owensboro","Kentucky","21","0021","059"
"Edmonson County","61","Brownsville","Kentucky","21","0021","061"
"Elliott County","63","Sandy Hook","Kentucky","21","0021","063"
"Estill County","65","Irvine","Kentucky","21","0021","065"
"Fayette County","67","Lexington","Kentucky","21","0021","067"
"Fleming County","69","Flemingsburg","Kentucky","21","0021","069"
"Floyd County","71","Prestonsburg","Kentucky","21","0021","071"
"Franklin County","73","Frankfort","Kentucky","21","0021","073"
"Fulton County","75","Hickman","Kentucky","21","0021","075"
"Gallatin County","77","Warsaw","Kentucky","21","0021","077"
"Garrard County","79","Lancaster","Kentucky","21","0021","079"
"Grant County","81","Williamstown","Kentucky","21","0021","081"
"Graves County","83","Mayfield","Kentucky","21","0021","083"
"Grayson County","85","Leitchfield","Kentucky","21","0021","085"
"Green County","87","Greensburg","Kentucky","21","0021","087"
"Greenup County","89","Greenup","Kentucky","21","0021","089"
"Hancock County","91","Hawesville","Kentucky","21","0021","091"
"Hardin County","93","Elizabethtown","Kentucky","21","0021","093"
"Harlan County","95","Harlan","Kentucky","21","0021","095"
"Harrison County","97","Cynthiana","Kentucky","21","0021","097"
"Hart County","99","Munfordville","Kentucky","21","0021","099"
"Henderson County","101","Henderson","Kentucky","21","0021","101"
"Henry County","103","New Castle","Kentucky","21","0021","103"
"Hickman County","105","Clinton","Kentucky","21","0021","105"
"Hopkins County","107","Madisonville","Kentucky","21","0021","107"
"Jackson County","109","McKee","Kentucky","21","0021","109"
"Jefferson County","111","Louisville","Kentucky","21","0021","111"
"Jessamine County","113","Nicholasville","Kentucky","21","0021","113"
"Johnson County","115","Paintsville","Kentucky","21","0021","115"
"Kenton County","117","Covington and Independence","Kentucky","21","0021","117"
"Knott County","119","Hindman","Kentucky","21","0021","119"
"Knox County","121","Barbourville","Kentucky","21","0021","121"
"LaRue County","123","Hodgenville","Kentucky","21","0021","123"
"Laurel County","125","London","Kentucky","21","0021","125"
"Lawrence County","127","Louisa","Kentucky","21","0021","127"
"Lee County","129","Beattyville","Kentucky","21","0021","129"
"Leslie County","131","Hyden","Kentucky","21","0021","131"
"Letcher County","133","Whitesburg","Kentucky","21","0021","133"
"Lewis County","135","Vanceburg","Kentucky","21","0021","135"
"Lincoln County","137","Stanford","Kentucky","21","0021","137"
"Livingston County","139","Smithland","Kentucky","21","0021","139"
"Logan County","141","Russellville","Kentucky","21","0021","141"
"Lyon County","143","Eddyville","Kentucky","21","0021","143"
"McCracken County","145","Paducah","Kentucky","21","0021","145"
"McCreary County","147","Whitley City","Kentucky","21","0021","147"
"McLean County","149","Calhoun","Kentucky","21","0021","149"
"Madison County","151","Richmond","Kentucky","21","0021","151"
"Magoffin County","153","Salyersville","Kentucky","21","0021","153"
"Marion County","155","Lebanon","Kentucky","21","0021","155"
"Marshall County","157","Benton","Kentucky","21","0021","157"
"Martin County","159","Inez","Kentucky","21","0021","159"
"Mason County","161","Maysville","Kentucky","21","0021","161"
"Meade County","163","Brandenburg","Kentucky","21","0021","163"
"Menifee County","165","Frenchburg","Kentucky","21","0021","165"
"Mercer County","167","Harrodsburg","Kentucky","21","0021","167"
"Metcalfe County","169","Edmonton","Kentucky","21","0021","169"
"Monroe County","171","Tompkinsville","Kentucky","21","0021","171"
"Montgomery County","173","Mount Sterling","Kentucky","21","0021","173"
"Morgan County","175","West Liberty","Kentucky","21","0021","175"
"Muhlenberg County","177","Greenville","Kentucky","21","0021","177"
"Nelson County","179","Bardstown","Kentucky","21","0021","179"
"Nicholas County","181","Carlisle","Kentucky","21","0021","181"
"Ohio County","183","Hartford","Kentucky","21","0021","183"
"Oldham County","185","La Grange","Kentucky","21","0021","185"
"Owen County","187","Owenton","Kentucky","21","0021","187"
"Owsley County","189","Booneville","Kentucky","21","0021","189"
"Pendleton County","191","Falmouth","Kentucky","21","0021","191"
"Perry County","193","Hazard","Kentucky","21","0021","193"
"Pike County","195","Pikeville","Kentucky","21","0021","195"
"Powell County","197","Stanton","Kentucky","21","0021","197"
"Pulaski County","199","Somerset","Kentucky","21","0021","199"
"Robertson County","201","Mount Olivet","Kentucky","21","0021","201"
"Rockcastle County","203","Mount Vernon","Kentucky","21","0021","203"
"Rowan County","205","Morehead","Kentucky","21","0021","205"
"Russell County","207","Jamestown","Kentucky","21","0021","207"
"Scott County","209","Georgetown","Kentucky","21","0021","209"
"Shelby County","211","Shelbyville","Kentucky","21","0021","211"
"Simpson County","213","Franklin","Kentucky","21","0021","213"
"Spencer County","215","Taylorsville","Kentucky","21","0021","215"
"Taylor County","217","Campbellsville","Kentucky","21","0021","217"
"Todd County","219","Elkton","Kentucky","21","0021","219"
"Trigg County","221","Cadiz","Kentucky","21","0021","221"
"Trimble County","223","Bedford","Kentucky","21","0021","223"
"Union County","225","Morganfield","Kentucky","21","0021","225"
"Warren County","227","Bowling Green","Kentucky","21","0021","227"
"Washington County","229","Springfield","Kentucky","21","0021","229"
"Wayne County","231","Monticello","Kentucky","21","0021","231"
"Webster County","233","Dixon","Kentucky","21","0021","233"
"Whitley County","235","Williamsburg","Kentucky","21","0021","235"
"Wolfe County","237","Campton","Kentucky","21","0021","237"
"Woodford County","239","Versailles","Kentucky","21","0021","239"
"Acadia Parish","1","Crowley","Louisiana","22","0022","001"
"Allen Parish","3","Oberlin","Louisiana","22","0022","003"
"Ascension Parish","5","Donaldsonville","Louisiana","22","0022","005"
"Assumption Parish","7","Napoleonville","Louisiana","22","0022","007"
"Avoyelles Parish","9","Marksville","Louisiana","22","0022","009"
"Beauregard Parish","11","DeRidder","Louisiana","22","0022","011"
"Bienville Parish","13","Arcadia","Louisiana","22","0022","013"
"Bossier Parish","15","Benton","Louisiana","22","0022","015"
"Caddo Parish","17","Shreveport","Louisiana","22","0022","017"
"Calcasieu Parish","19","Lake Charles","Louisiana","22","0022","019"
"Caldwell Parish","21","Columbia","Louisiana","22","0022","021"
"Cameron Parish","23","Cameron","Louisiana","22","0022","023"
"Catahoula Parish","25","Harrisonburg","Louisiana","22","0022","025"
"Claiborne Parish","27","Homer","Louisiana","22","0022","027"
"Concordia Parish","29","Vidalia","Louisiana","22","0022","029"
"De Soto Parish","31","Mansfield","Louisiana","22","0022","031"
"East Baton Rouge Parish","33","Baton Rouge","Louisiana","22","0022","033"
"East Carroll Parish","35","Lake Providence","Louisiana","22","0022","035"
"East Feliciana Parish","37","Clinton","Louisiana","22","0022","037"
"Evangeline Parish","39","Ville Platte","Louisiana","22","0022","039"
"Franklin Parish","41","Winnsboro","Louisiana","22","0022","041"
"Grant Parish","43","Colfax","Louisiana","22","0022","043"
"Iberia Parish","45","New Iberia","Louisiana","22","0022","045"
"Iberville Parish","47","Plaquemine","Louisiana","22","0022","047"
"Jackson Parish","49","Jonesboro","Louisiana","22","0022","049"
"Jefferson Parish","51","Gretna","Louisiana","22","0022","051"
"Jefferson Davis Parish","53","Jennings","Louisiana","22","0022","053"
"Lafayette Parish","55","Lafayette","Louisiana","22","0022","055"
"Lafourche Parish","57","Thibodaux","Louisiana","22","0022","057"
"La Salle Parish","59","Jena","Louisiana","22","0022","059"
"Lincoln Parish","61","Ruston","Louisiana","22","0022","061"
"Livingston Parish","63","Livingston","Louisiana","22","0022","063"
"Madison Parish","65","Tallulah","Louisiana","22","0022","065"
"Morehouse Parish","67","Bastrop","Louisiana","22","0022","067"
"Natchitoches Parish","69","Natchitoches","Louisiana","22","0022","069"
"Orleans Parish","71","New Orleans","Louisiana","22","0022","071"
"Ouachita Parish","73","Monroe","Louisiana","22","0022","073"
"Plaquemines Parish","75","Pointe a la Hache","Louisiana","22","0022","075"
"Pointe Coupee Parish","77","New Roads","Louisiana","22","0022","077"
"Rapides Parish","79","Alexandria","Louisiana","22","0022","079"
"Red River Parish","81","Coushatta","Louisiana","22","0022","081"
"Richland Parish","83","Rayville","Louisiana","22","0022","083"
"Sabine Parish","85","Many","Louisiana","22","0022","085"
"Saint Bernard Parish","87","Chalmette","Louisiana","22","0022","087"
"Saint Charles Parish","89","Hahnville","Louisiana","22","0022","089"
"Saint Helena Parish","91","Greensburg","Louisiana","22","0022","091"
"Saint James Parish","93","Convent","Louisiana","22","0022","093"
"Saint John the Baptist Parish","95","Edgard","Louisiana","22","0022","095"
"Saint Landry Parish","97","Opelousas","Louisiana","22","0022","097"
"Saint Martin Parish","99","Saint Martinville","Louisiana","22","0022","099"
"Saint Mary Parish","101","Franklin","Louisiana","22","0022","101"
"Saint Tammany Parish","103","Covington","Louisiana","22","0022","103"
"Tangipahoa Parish","105","Amite","Louisiana","22","0022","105"
"Tensas Parish","107","Saint Joseph","Louisiana","22","0022","107"
"Terrebonne Parish","109","Houma","Louisiana","22","0022","109"
"Union Parish","111","Farmerville","Louisiana","22","0022","111"
"Vermilion Parish","113","Abbeville","Louisiana","22","0022","113"
"Vernon Parish","115","Leesville","Louisiana","22","0022","115"
"Washington Parish","117","Franklinton","Louisiana","22","0022","117"
"Webster Parish","119","Minden","Louisiana","22","0022","119"
"West Baton Rouge Parish","121","Port Allen","Louisiana","22","0022","121"
"West Carroll Parish","123","Oak Grove, West Carroll Parish","Louisiana","22","0022","123"
"West Feliciana Parish","125","Saint Francisville","Louisiana","22","0022","125"
"Winn Parish","127","Winnfield","Louisiana","22","0022","127"
"Androscoggin County","1","Auburn","Maine","23","0023","001"
"Aroostook County","3","Houlton","Maine","23","0023","003"
"Cumberland County","5","Portland","Maine","23","0023","005"
"Franklin County","7","Farmington","Maine","23","0023","007"
"Hancock County","9","Ellsworth","Maine","23","0023","009"
"Kennebec County","11","Augusta","Maine","23","0023","011"
"Knox County","13","Rockland","Maine","23","0023","013"
"Lincoln County","15","Wiscasset","Maine","23","0023","015"
"Oxford County","17","Paris","Maine","23","0023","017"
"Penobscot County","19","Bangor","Maine","23","0023","019"
"Piscataquis County","21","Dover-Foxcroft","Maine","23","0023","021"
"Sagadahoc County","23","Bath","Maine","23","0023","023"
"Somerset County","25","Skowhegan","Maine","23","0023","025"
"Waldo County","27","Belfast","Maine","23","0023","027"
"Washington County","29","Machias","Maine","23","0023","029"
"York County","31","Alfred","Maine","23","0023","031"
"Allegany County","1","Cumberland","Maryland","24","0024","001"
"Anne Arundel County","3","Annapolis","Maryland","24","0024","003"
"Baltimore County","5","Towson","Maryland","24","0024","005"
"Baltimore City","510","Baltimore City","Maryland","24","0024","510"
"Calvert County","9","Prince Frederick","Maryland","24","0024","009"
"Caroline County","11","Denton","Maryland","24","0024","011"
"Carroll County","13","Westminster","Maryland","24","0024","013"
"Cecil County","15","Elkton","Maryland","24","0024","015"
"Charles County","17","La Plata","Maryland","24","0024","017"
"Dorchester County","19","Cambridge","Maryland","24","0024","019"
"Frederick County","21","Frederick","Maryland","24","0024","021"
"Garrett County","23","Oakland","Maryland","24","0024","023"
"Harford County","25","Bel Air","Maryland","24","0024","025"
"Howard County","27","Ellicott City","Maryland","24","0024","027"
"Kent County","29","Chestertown","Maryland","24","0024","029"
"Montgomery County","31","Rockville","Maryland","24","0024","031"
"Prince George's County","33","Upper Marlboro","Maryland","24","0024","033"
"Queen Anne's County","35","Centreville","Maryland","24","0024","035"
"Saint Mary's County","37","Leonardtown","Maryland","24","0024","037"
"Somerset County","39","Princess Anne","Maryland","24","0024","039"
"Talbot County","41","Easton","Maryland","24","0024","041"
"Washington County","43","Hagerstown","Maryland","24","0024","043"
"Wicomico County","45","Salisbury","Maryland","24","0024","045"
"Worcester County","47","Snow Hill","Maryland","24","0024","047"
"Barnstable County","1","Barnstable","Massachusetts","25","0025","001"
"Berkshire County","3","Pittsfield","Massachusetts","25","0025","003"
"Bristol County","5","Taunton","Massachusetts","25","0025","005"
"Dukes County","7","Edgartown","Massachusetts","25","0025","007"
"Essex County","9","Salem and Lawrence","Massachusetts","25","0025","009"
"Franklin County","11","Greenfield","Massachusetts","25","0025","011"
"Hampden County","13","Springfield","Massachusetts","25","0025","013"
"Hampshire County","15","Northampton","Massachusetts","25","0025","015"
"Middlesex County","17","Cambridge and Lowell","Massachusetts","25","0025","017"
"Nantucket County","19","Nantucket","Massachusetts","25","0025","019"
"Norfolk County","21","Dedham","Massachusetts","25","0025","021"
"Plymouth County","23","Plymouth and Brockton","Massachusetts","25","0025","023"
"Suffolk County","25","Boston","Massachusetts","25","0025","025"
"Worcester County","27","Worcester","Massachusetts","25","0025","027"
"Alcona County","1","Harrisville","Michigan","26","0026","001"
"Alger County","3","Munising","Michigan","26","0026","003"
"Allegan County","5","Allegan","Michigan","26","0026","005"
"Alpena County","7","Alpena","Michigan","26","0026","007"
"Antrim County","9","Bellaire","Michigan","26","0026","009"
"Arenac County","11","Standish","Michigan","26","0026","011"
"Baraga County","13","L'Anse","Michigan","26","0026","013"
"Barry County","15","Hastings","Michigan","26","0026","015"
"Bay County","17","Bay City","Michigan","26","0026","017"
"Benzie County","19","Beulah","Michigan","26","0026","019"
"Berrien County","21","St. Joseph","Michigan","26","0026","021"
"Branch County","23","Coldwater","Michigan","26","0026","023"
"Calhoun County","25","Marshall","Michigan","26","0026","025"
"Cass County","27","Cassopolis","Michigan","26","0026","027"
"Charlevoix County","29","Charlevoix","Michigan","26","0026","029"
"Cheboygan County","31","Cheboygan","Michigan","26","0026","031"
"Chippewa County","33","Sault Ste. Marie","Michigan","26","0026","033"
"Clare County","35","Harrison","Michigan","26","0026","035"
"Clinton County","37","St. Johns","Michigan","26","0026","037"
"Crawford County","39","Grayling","Michigan","26","0026","039"
"Delta County","41","Escanaba","Michigan","26","0026","041"
"Dickinson County","43","Iron Mountain","Michigan","26","0026","043"
"Eaton County","45","Charlotte","Michigan","26","0026","045"
"Emmet County","47","Petoskey","Michigan","26","0026","047"
"Genesee County","49","Flint","Michigan","26","0026","049"
"Gladwin County","51","Gladwin","Michigan","26","0026","051"
"Gogebic County","53","Bessemer","Michigan","26","0026","053"
"Grand Traverse County","55","Traverse City","Michigan","26","0026","055"
"Gratiot County","57","Ithaca","Michigan","26","0026","057"
"Hillsdale County","59","Hillsdale","Michigan","26","0026","059"
"Houghton County","61","Houghton","Michigan","26","0026","061"
"Huron County","63","Bad Axe","Michigan","26","0026","063"
"Ingham County","65","Mason","Michigan","26","0026","065"
"Ionia County","67","Ionia","Michigan","26","0026","067"
"Iosco County","69","Tawas City","Michigan","26","0026","069"
"Iron County","71","Crystal Falls","Michigan","26","0026","071"
"Isabella County","73","Mt. Pleasant","Michigan","26","0026","073"
"Jackson County","75","Jackson","Michigan","26","0026","075"
"Kalamazoo County","77","Kalamazoo","Michigan","26","0026","077"
"Kalkaska County","79","Kalkaska","Michigan","26","0026","079"
"Kent County","81","Grand Rapids","Michigan","26","0026","081"
"Keweenaw County","83","Eagle River","Michigan","26","0026","083"
"Lake County","85","Baldwin","Michigan","26","0026","085"
"Lapeer County","87","Lapeer","Michigan","26","0026","087"
"Leelanau County","89","Suttons Bay Township","Michigan","26","0026","089"
"Lenawee County","91","Adrian","Michigan","26","0026","091"
"Livingston County","93","Howell","Michigan","26","0026","093"
"Luce County","95","Newberry","Michigan","26","0026","095"
"Mackinac County","97","St. Ignace","Michigan","26","0026","097"
