"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Rappahannock County","157","Washington","Virginia","51","0051","157"
"Richmond County","159","Warsaw","Virginia","51","0051","159"
"Roanoke County","161","Salem","Virginia","51","0051","161"
"Rockbridge County","163","Lexington","Virginia","51","0051","163"
"Rockingham County","165","Harrisonburg","Virginia","51","0051","165"
"Russell County","167","Lebanon","Virginia","51","0051","167"
"Scott County","169","Gate City","Virginia","51","0051","169"
"Shenandoah County","171","Woodstock","Virginia","51","0051","171"
"Smyth County","173","Marion","Virginia","51","0051","173"
"Southampton County","175","Courtland","Virginia","51","0051","175"
"Spotsylvania County","177","Spotsylvania Courthouse","Virginia","51","0051","177"
"Stafford County","179","Stafford","Virginia","51","0051","179"
"Surry County","181","Surry","Virginia","51","0051","181"
"Sussex County","183","Sussex","Virginia","51","0051","183"
"Tazewell County","185","Tazewell","Virginia","51","0051","185"
"Warren County","187","Front Royal","Virginia","51","0051","187"
"Washington County","191","Abingdon","Virginia","51","0051","191"
"Westmoreland County","193","Montross","Virginia","51","0051","193"
"Wise County","195","Wise","Virginia","51","0051","195"
"Wythe County","197","Wytheville","Virginia","51","0051","197"
"York County","199","Yorktown","Virginia","51","0051","199"
"Adams County","1","Ritzville","Washington","53","0053","001"
"Asotin County","3","Asotin","Washington","53","0053","003"
"Benton County","5","Prosser","Washington","53","0053","005"
"Chelan County","7","Wenatchee","Washington","53","0053","007"
"Clallam County","9","Port Angeles","Washington","53","0053","009"
"Clark County","11","Vancouver","Washington","53","0053","011"
"Columbia County","13","Dayton","Washington","53","0053","013"
"Cowlitz County","15","Kelso","Washington","53","0053","015"
"Douglas County","17","Waterville","Washington","53","0053","017"
"Ferry County","19","Republic","Washington","53","0053","019"
"Franklin County","21","Pasco","Washington","53","0053","021"
"Garfield County","23","Pomeroy","Washington","53","0053","023"
"Grant County","25","Ephrata","Washington","53","0053","025"
"Grays Harbor County","27","Montesano","Washington","53","0053","027"
"Island County","29","Coupeville","Washington","53","0053","029"
"Jefferson County","31","Port Townsend","Washington","53","0053","031"
"King County","33","Seattle","Washington","53","0053","033"
"Kitsap County","35","Port Orchard","Washington","53","0053","035"
"Kittitas County","37","Ellensburg","Washington","53","0053","037"
"Klickitat County","39","Goldendale","Washington","53","0053","039"
"Lewis County","41","Chehalis","Washington","53","0053","041"
"Lincoln County","43","Davenport","Washington","53","0053","043"
"Mason County","45","Shelton","Washington","53","0053","045"
"Okanogan County","47","Okanogan","Washington","53","0053","047"
"Pacific County","49","South Bend","Washington","53","0053","049"
"Pend Oreille County","51","Newport","Washington","53","0053","051"
"Pierce County","53","Tacoma","Washington","53","0053","053"
"San Juan County","55","Friday Harbor","Washington","53","0053","055"
"Skagit County","57","Mount Vernon","Washington","53","0053","057"
"Skamania County","59","Stevenson","Washington","53","0053","059"
"Snohomish County","61","Everett","Washington","53","0053","061"
"Spokane County","63","Spokane","Washington","53","0053","063"
"Stevens County","65","Colville","Washington","53","0053","065"
"Thurston County","67","Olympia","Washington","53","0053","067"
"Wahkiakum County","69","Cathlamet","Washington","53","0053","069"
"Walla Walla County","71","Walla Walla","Washington","53","0053","071"
"Whatcom County","73","Bellingham","Washington","53","0053","073"
"Whitman County","75","Colfax","Washington","53","0053","075"
"Yakima County","77","Yakima","Washington","53","0053","077"
"Barbour County","1","Philippi","West Virginia","54","0054","001"
"Berkeley County","3","Martinsburg","West Virginia","54","0054","003"
"Boone County","5","Madison","West Virginia","54","0054","005"
"Braxton County","7","Sutton","West Virginia","54","0054","007"
"Brooke County","9","Wellsburg","West Virginia","54","0054","009"
"Cabell County","11","Huntington","West Virginia","54","0054","011"
"Calhoun County","13","Grantsville","West Virginia","54","0054","013"
"Clay County","15","Clay","West Virginia","54","0054","015"
"Doddridge County","17","West Union","West Virginia","54","0054","017"
"Fayette County","19","Fayetteville","West Virginia","54","0054","019"
"Gilmer County","21","Glenville","West Virginia","54","0054","021"
"Grant County","23","Petersburg","West Virginia","54","0054","023"
"Greenbrier County","25","Lewisburg","West Virginia","54","0054","025"
"Hampshire County","27","Romney","West Virginia","54","0054","027"
"Hancock County","29","New Cumberland","West Virginia","54","0054","029"
"Hardy County","31","Moorefield","West Virginia","54","0054","031"
"Harrison County","33","Clarksburg","West Virginia","54","0054","033"
"Jackson County","35","Ripley","West Virginia","54","0054","035"
"Jefferson County","37","Charles Town","West Virginia","54","0054","037"
"Kanawha County","39","Charleston","West Virginia","54","0054","039"
"Lewis County","41","Weston","West Virginia","54","0054","041"
"Lincoln County","43","Hamlin","West Virginia","54","0054","043"
"Logan County","45","Logan","West Virginia","54","0054","045"
"Marion County","49","Fairmont","West Virginia","54","0054","049"
"Marshall County","51","Moundsville","West Virginia","54","0054","051"
"Mason County","53","Point Pleasant","West Virginia","54","0054","053"
"McDowell County","47","Welch","West Virginia","54","0054","047"
"Mercer County","55","Princeton","West Virginia","54","0054","055"
"Mineral County","57","Keyser","West Virginia","54","0054","057"
"Mingo County","59","Williamson","West Virginia","54","0054","059"
"Monongalia County","61","Morgantown","West Virginia","54","0054","061"
"Monroe County","63","Union","West Virginia","54","0054","063"
"Morgan County","65","Berkeley Springs","West Virginia","54","0054","065"
"Nicholas County","67","Summersville","West Virginia","54","0054","067"
"Ohio County","69","Wheeling","West Virginia","54","0054","069"
"Pendleton County","71","Franklin","West Virginia","54","0054","071"
"Pleasants County","73","Saint Marys","West Virginia","54","0054","073"
"Pocahontas County","75","Marlinton","West Virginia","54","0054","075"
"Preston County","77","Kingwood","West Virginia","54","0054","077"
"Putnam County","79","Winfield","West Virginia","54","0054","079"
"Raleigh County","81","Beckley","West Virginia","54","0054","081"
"Randolph County","83","Elkins","West Virginia","54","0054","083"
"Ritchie County","85","Harrisville","West Virginia","54","0054","085"
"Roane County","87","Spencer","West Virginia","54","0054","087"
"Summers County","89","Hinton","West Virginia","54","0054","089"
"Taylor County","91","Grafton","West Virginia","54","0054","091"
"Tucker County","93","Parsons","West Virginia","54","0054","093"
"Tyler County","95","Middlebourne","West Virginia","54","0054","095"
"Upshur County","97","Buckhannon","West Virginia","54","0054","097"
"Wayne County","99","Wayne","West Virginia","54","0054","099"
"Webster County","101","Webster Springs","West Virginia","54","0054","101"
"Wetzel County","103","New Martinsville","West Virginia","54","0054","103"
"Wirt County","105","Elizabeth","West Virginia","54","0054","105"
"Wood County","107","Parkersburg","West Virginia","54","0054","107"
"Wyoming County","109","Pineville","West Virginia","54","0054","109"
"Adams County","1","Friendship","Wisconsin","55","0055","001"
"Ashland County","3","Ashland","Wisconsin","55","0055","003"
"Barron County","5","Barron","Wisconsin","55","0055","005"
"Bayfield County","7","Washburn","Wisconsin","55","0055","007"
"Brown County","9","Green Bay","Wisconsin","55","0055","009"
"Buffalo County","11","Alma","Wisconsin","55","0055","011"
"Burnett County","13","Siren","Wisconsin","55","0055","013"
"Calumet County","15","Chilton","Wisconsin","55","0055","015"
"Chippewa County","17","Chippewa Falls","Wisconsin","55","0055","017"
"Clark County","19","Neillsville","Wisconsin","55","0055","019"
"Columbia County","21","Portage","Wisconsin","55","0055","021"
"Crawford County","23","Prairie du Chien","Wisconsin","55","0055","023"
"Dane County","25","Madison","Wisconsin","55","0055","025"
"Dodge County","27","Juneau","Wisconsin","55","0055","027"
"Door County","29","Sturgeon Bay","Wisconsin","55","0055","029"
"Douglas County","31","Superior","Wisconsin","55","0055","031"
"Dunn County","33","Menomonie","Wisconsin","55","0055","033"
"Eau Claire County","35","Eau Claire","Wisconsin","55","0055","035"
"Florence County","37","Florence (CDP)","Wisconsin","55","0055","037"
"Fond du Lac County","39","Fond du Lac","Wisconsin","55","0055","039"
"Forest County","41","Crandon","Wisconsin","55","0055","041"
"Grant County","43","Lancaster","Wisconsin","55","0055","043"
"Green County","45","Monroe","Wisconsin","55","0055","045"
"Green Lake County","47","Green Lake","Wisconsin","55","0055","047"
"Iowa County","49","Dodgeville","Wisconsin","55","0055","049"
"Iron County","51","Hurley","Wisconsin","55","0055","051"
"Jackson County","53","Black River Falls","Wisconsin","55","0055","053"
"Jefferson County","55","Jefferson","Wisconsin","55","0055","055"
"Juneau County","57","Mauston","Wisconsin","55","0055","057"
"Kenosha County","59","Kenosha","Wisconsin","55","0055","059"
"Kewaunee County","61","Kewaunee","Wisconsin","55","0055","061"
"La Crosse County","63","La Crosse","Wisconsin","55","0055","063"
"Lafayette County","65","Darlington","Wisconsin","55","0055","065"
"Langlade County","67","Antigo","Wisconsin","55","0055","067"
"Lincoln County","69","Merrill","Wisconsin","55","0055","069"
"Manitowoc County","71","Manitowoc","Wisconsin","55","0055","071"
"Marathon County","73","Wausau","Wisconsin","55","0055","073"
"Marinette County","75","Marinette","Wisconsin","55","0055","075"
"Marquette County","77","Montello","Wisconsin","55","0055","077"
"Menominee County","78","Keshena","Wisconsin","55","0055","078"
"Milwaukee County","79","Milwaukee","Wisconsin","55","0055","079"
"Monroe County","81","Sparta","Wisconsin","55","0055","081"
"Oconto County","83","Oconto","Wisconsin","55","0055","083"
"Oneida County","85","Rhinelander","Wisconsin","55","0055","085"
"Outagamie County","87","Appleton","Wisconsin","55","0055","087"
"Ozaukee County","89","Port Washington","Wisconsin","55","0055","089"
"Pepin County","91","Durand","Wisconsin","55","0055","091"
"Pierce County","93","Ellsworth","Wisconsin","55","0055","093"
"Polk County","95","Balsam Lake","Wisconsin","55","0055","095"
"Portage County","97","Stevens Point","Wisconsin","55","0055","097"
"Price County","99","Phillips","Wisconsin","55","0055","099"
"Racine County","101","Racine","Wisconsin","55","0055","101"
"Richland County","103","Richland Center","Wisconsin","55","0055","103"
"Rock County","105","Janesville","Wisconsin","55","0055","105"
"Rusk County","107","Ladysmith","Wisconsin","55","0055","107"
"Sauk County","111","Baraboo","Wisconsin","55","0055","111"
"Sawyer County","113","Hayward","Wisconsin","55","0055","113"
"Shawano County","115","Shawano","Wisconsin","55","0055","115"
"Sheboygan County","117","Sheboygan","Wisconsin","55","0055","117"
"St. Croix County","109","Hudson","Wisconsin","55","0055","109"
"Taylor County","119","Medford","Wisconsin","55","0055","119"
"Trempealeau County","121","Whitehall","Wisconsin","55","0055","121"
"Vernon County","123","Viroqua","Wisconsin","55","0055","123"
"Vilas County","125","Eagle River","Wisconsin","55","0055","125"
"Walworth County","127","Elkhorn","Wisconsin","55","0055","127"
"Washburn County","129","Shell Lake","Wisconsin","55","0055","129"
"Washington County","131","West Bend","Wisconsin","55","0055","131"
"Waukesha County","133","Waukesha","Wisconsin","55","0055","133"
"Waupaca County","135","Waupaca","Wisconsin","55","0055","135"
"Waushara County","137","Wautoma","Wisconsin","55","0055","137"
"Winnebago County","139","Oshkosh","Wisconsin","55","0055","139"
"Wood County","141","Wisconsin Rapids","Wisconsin","55","0055","141"
"Albany County","1","Laramie","Wyoming","56","0056","001"
"Big Horn County","3","Basin","Wyoming","56","0056","003"
"Campbell County","5","Gillette","Wyoming","56","0056","005"
"Carbon County","7","Rawlins","Wyoming","56","0056","007"
"Converse County","9","Douglas","Wyoming","56","0056","009"
"Crook County","11","Sundance","Wyoming","56","0056","011"
"Fremont County","13","Lander","Wyoming","56","0056","013"
"Goshen County","15","Torrington","Wyoming","56","0056","015"
"Hot Springs County","17","Thermopolis","Wyoming","56","0056","017"
"Johnson County","19","Buffalo","Wyoming","56","0056","019"
"Laramie County","21","Cheyenne","Wyoming","56","0056","021"
"Lincoln County","23","Kemmerer","Wyoming","56","0056","023"
"Natrona County","25","Casper","Wyoming","56","0056","025"
"Niobrara County","27","Lusk","Wyoming","56","0056","027"
"Park County","29","Cody","Wyoming","56","0056","029"
"Platte County","31","Wheatland","Wyoming","56","0056","031"
"Sheridan County","33","Sheridan","Wyoming","56","0056","033"
"Sublette County","35","Pinedale","Wyoming","56","0056","035"
"Sweetwater County","37","Green River","Wyoming","56","0056","037"
"Teton County","39","Jackson","Wyoming","56","0056","039"
"Uinta County","41","Evanston","Wyoming","56","0056","041"
